"location","newdate","Vaccination_Count","population","Vaccination_Rate"
"Colombia","2021-10","30172182",51874028,58.16
"Kyrgyzstan","2021-11","999583",6630621,15.08
"French Polynesia","2021-11","162831",306292,53.16
"World","2021-11","4284209655",3680137728,53.72
"World","2021-12","4558428756",3680137728,57.16
"Colombia","2021-12","38353097",51874028,73.94
"French Polynesia","2021-12","169995",306292,55.5
"Kyrgyzstan","2021-12","1231313",6630621,18.57
"Kyrgyzstan","2022-01","1334980",6630621,20.13
"Colombia","2022-01","40348092",51874028,77.78
"French Polynesia","2022-01","176934",306292,57.77
"World","2022-01","4807603890",3680137728,60.28
"World","2022-02","4978639805",3680137728,62.43
"French Polynesia","2022-02","183875",306292,60.03
"Kyrgyzstan","2022-02","1441985",6630621,21.75
"Colombia","2022-02","41253498",51874028,79.53
"Kyrgyzstan","2022-03","1492513",6630621,22.51
"French Polynesia","2022-03","186250",306292,60.81
"Colombia","2022-03","41984356",51874028,80.94
"World","2022-03","5078457792",3680137728,63.68
"World","2022-04","5140042305",3680137728,64.45
"Colombia","2022-04","42100794",51874028,81.16
"French Polynesia","2022-04","186801",306292,60.99
"Kyrgyzstan","2022-04","1530218",6630621,23.08
"French Polynesia","2022-05","188352",306292,61.49
"Colombia","2022-05","42215008",51874028,81.38
"Kyrgyzstan","2022-05","1557161",6630621,23.48
"World","2022-05","5182438116",3680137728,64.98
"World","2022-06","5232114414",3680137728,65.61
"Kyrgyzstan","2022-06","1571358",6630621,23.7
"Colombia","2022-06","42418509",51874028,81.77
"Kyrgyzstan","2022-07","1571540",6630621,23.7
"World","2022-07","5232555575",3680137728,65.61
"Malaysia","2021-03","98049",33938216,0.29
"Malaysia","2021-04","904077",33938216,2.66
"Malaysia","2021-05","969358",33938216,2.86
"Malaysia","2021-06","5965389",33938216,17.58
"Malaysia","2021-07","9810817",33938216,28.91
"Malaysia","2021-08","20262554",33938216,59.7
"Malaysia","2021-09","24207929",33938216,71.33
"Malaysia","2021-10","25742174",33938216,75.85
"Malaysia","2021-11","25926379",33938216,76.39
"Malaysia","2021-12","26037975",33938216,76.72
"Malaysia","2022-01","26095779",33938216,76.89
"Malaysia","2022-02","27042468",33938216,79.68
"Malaysia","2022-03","27548710",33938216,81.17
"Malaysia","2022-04","27819486",33938216,81.97
"Malaysia","2022-05","28042370",33938216,82.63
"Malaysia","2022-06","28074450",33938216,82.72
"Malaysia","2022-07","28075524",33938216,82.73
"Wallis and Futuna","2021-03","3190",11596,27.51
"Rwanda","2021-03","75056",13776702,0.54
"Rwanda","2021-04","349871",13776702,2.54
"Wallis and Futuna","2021-04","4150",11596,35.79
"Fiji","2021-04","6278",929769,0.68
"Fiji","2021-05","93000",929769,9.999999999999998
"Rwanda","2021-05","350400",13776702,2.54
"Wallis and Futuna","2021-05","4352",11596,37.53
"Wallis and Futuna","2021-06","4565",11596,39.37
"Rwanda","2021-06","350400",13776702,2.54
"Fiji","2021-06","278954",929769,30
"Fiji","2021-07","441171",929769,47.45
"Wallis and Futuna","2021-07","4629",11596,39.92
"Rwanda","2021-07","423182",13776702,3.07
"Wallis and Futuna","2021-08","4952",11596,42.7
"Rwanda","2021-08","980082",13776702,7.11
"Fiji","2021-08","558944",929769,60.12
"Fiji","2021-09","591293",929769,63.6
"Rwanda","2021-09","2116184",13776702,15.36
"Wallis and Futuna","2021-09","5366",11596,46.27
"Wallis and Futuna","2021-10","5897",11596,50.85
"Rwanda","2021-10","3712692",13776702,26.95
"Fiji","2021-10","624413",929769,67.16
"Fiji","2021-11","651320",929769,70.05
"Rwanda","2021-11","4774596",13776702,34.66
"Wallis and Futuna","2021-11","6016",11596,51.88
"Rwanda","2021-12","7629877",13776702,55.38
"Fiji","2021-12","661452",929769,71.14
"Fiji","2022-01","664978",929769,71.52
"Rwanda","2022-01","8560560",13776702,62.14
"Wallis and Futuna","2022-01","6151",11596,53.04
"Wallis and Futuna","2022-02","6450",11596,55.62
"Rwanda","2022-02","8895871",13776702,64.57
"Fiji","2022-02","667739",929769,71.82
"Fiji","2022-03","680784",929769,73.22
"Rwanda","2022-03","8916911",13776702,64.72
"Wallis and Futuna","2022-03","6483",11596,55.91
"Rwanda","2022-04","8949182",13776702,64.96
"Fiji","2022-04","685353",929769,73.71
"Fiji","2022-05","705871",929769,75.92
"Rwanda","2022-05","9061143",13776702,65.77
"Rwanda","2022-06","9112973",13776702,66.15
"Fiji","2022-06","706528",929769,75.99
"Mexico","2020-12","9579",127504120,0.01
"Bahrain","2020-12","58643",1472237,3.98
"Bahrain","2021-01","97776",1472237,6.64
"Mexico","2021-01","92879",127504120,0.07
"Mexico","2021-02","958473",127504120,0.75
"Bahrain","2021-02","298171",1472237,20.25
"Bahrain","2021-03","510877",1472237,34.7
"Mexico","2021-03","6905214",127504120,5.42
"Mexico","2021-04","9871026",127504120,7.74
"Bahrain","2021-04","693423",1472237,47.1
"Bahrain","2021-05","941674",1472237,63.96
"Mexico","2021-05","21796967",127504120,17.1
"Mexico","2021-06","31510606",127504120,24.71
"Bahrain","2021-06","998504",1472237,67.82
"Mexico","2021-07","46866125",127504120,36.76
"Bahrain","2021-07","1108252",1472237,75.28
"Bahrain","2021-08","1146939",1472237,77.9
"Mexico","2021-08","57798967",127504120,45.33
"Mexico","2021-09","63913428",127504120,50.13
"Bahrain","2021-09","1165178",1472237,79.14
"Bahrain","2021-10","1177521",1472237,79.98
"Mexico","2021-10","74607721",127504120,58.51
"Mexico","2021-11","76845255",127504120,60.27
"Bahrain","2021-11","1188539",1472237,80.73
"Bahrain","2021-12","1203146",1472237,81.72
"Mexico","2021-12","81916007",127504120,64.25
"Mexico","2022-01","83620573",127504120,65.58
"Bahrain","2022-01","1223859",1472237,83.13
"Bahrain","2022-02","1227305",1472237,83.36
"Mexico","2022-02","85192820",127504120,66.82
"Mexico","2022-03","85580293",127504120,67.12
"Bahrain","2022-03","1232740",1472237,83.73
"Bahrain","2022-04","1234388",1472237,83.84
"Mexico","2022-04","85797486",127504120,67.29
"Mexico","2022-05","86858994",127504120,68.12
"Bahrain","2022-05","1236895",1472237,84.01
"Mexico","2022-06","88336802",127504120,69.28
"Bahrain","2022-06","1238324",1472237,84.11
"Bahrain","2022-07","1238413",1472237,84.12
"Egypt","2021-03","164534",110990096,0.15
"Egypt","2021-04","660000",110990096,0.59
"Egypt","2021-05","2254371",110990096,2.03
"Egypt","2021-06","3502181",110990096,3.16
"Egypt","2021-07","3697974",110990096,3.33
"Egypt","2021-08","5616607",110990096,5.06
"Egypt","2021-09","9593247",110990096,8.64
"Egypt","2021-10","17937206",110990096,16.16
"Egypt","2021-11","25927931",110990096,23.36
"Egypt","2021-12","33098284",110990096,29.82
"Egypt","2022-01","38312663",110990096,34.52
"Egypt","2022-02","40772051",110990096,36.73
"Egypt","2022-03","45120240",110990096,40.65
"Egypt","2022-04","46391282",110990096,41.8
"Egypt","2022-05","47851408",110990096,43.11
"Egypt","2022-06","50399016",110990096,45.41
"Isle of Man","2021-01","5829",84534,6.9
"Isle of Man","2021-02","9485",84534,11.22
"Isle of Man","2021-03","35115",84534,41.54
"Isle of Man","2021-04","56844",84534,67.24
"Isle of Man","2021-05","61315",84534,72.53
"Isle of Man","2021-06","63241",84534,74.81
"Isle of Man","2021-07","64872",84534,76.74
"Isle of Man","2021-08","65118",84534,77.03
"Isle of Man","2021-09","65461",84534,77.44
"Isle of Man","2021-10","67873",84534,80.29
"Isle of Man","2021-11","68304",84534,80.8
"Isle of Man","2021-12","68790",84534,81.38
"Isle of Man","2022-01","69145",84534,81.8
"Isle of Man","2022-02","69401",84534,82.1
"Isle of Man","2022-03","69519",84534,82.24
"Isle of Man","2022-04","69532",84534,82.25
"Isle of Man","2022-06","69560",84534,82.29
"Bulgaria","2020-12","4608",6781955,0.07
"Bulgaria","2021-01","7913",6781955,0.12
"Bulgaria","2021-02","92381",6781955,1.36
"Bulgaria","2021-03","377440",6781955,5.57
"Bulgaria","2021-04","602109",6781955,8.88
"Bulgaria","2021-05","805538",6781955,11.88
"Bulgaria","2021-06","955804",6781955,14.09
"Bulgaria","2021-07","993887",6781955,14.65
"Bulgaria","2021-08","1089066",6781955,16.06
"Bulgaria","2021-10","1532911",6781955,22.6
"Bulgaria","2021-11","1786530",6781955,26.34
"Bulgaria","2021-12","1904143",6781955,28.08
"Bulgaria","2022-02","2073249",6781955,30.57
"Bulgaria","2022-03","2082481",6781955,30.71
"Bulgaria","2022-04","2086746",6781955,30.77
"Bulgaria","2022-05","2090328",6781955,30.82
"Bulgaria","2022-06","2092116",6781955,30.85
"Russia","2020-12","52000",144713312,0.04
"Russia","2021-01","800000",144713312,0.55
"New Zealand","2021-02","972",5185289,0.02
"Russia","2021-03","7004336",144713312,4.84
"New Zealand","2021-03","9614",5185289,0.19
"Georgia","2021-03","7822",3744385,0.21
"Russia","2021-04","9918665",144713312,6.85
"New Zealand","2021-04","94478",5185289,1.82
"Georgia","2021-04","39274",3744385,1.0499999999999998
"Georgia","2021-05","96445",3744385,2.58
"New Zealand","2021-05","422645",5185289,8.15
"Russia","2021-05","16576370",144713312,11.45
"Georgia","2021-06","161580",3744385,4.32
"Russia","2021-06","22691596",144713312,15.68
"New Zealand","2021-06","719421",5185289,13.87
"Russia","2021-07","36621627",144713312,25.31
"Georgia","2021-07","323837",3744385,8.65
"New Zealand","2021-07","986569",5185289,19.03
"New Zealand","2021-08","2299382",5185289,44.34
"Georgia","2021-08","802083",3744385,21.42
"Russia","2021-08","43771190",144713312,30.25
"Russia","2021-09","48079685",144713312,33.22
"New Zealand","2021-09","3296646",5185289,63.58
"Georgia","2021-09","978640",3744385,26.14
"Georgia","2021-10","998444",3744385,26.67
"New Zealand","2021-10","3706235",5185289,71.48
"Russia","2021-10","55463950",144713312,38.33
"Russia","2021-11","66738623",144713312,46.12
"New Zealand","2021-11","3890607",5185289,75.03
"Georgia","2021-11","1160258",3744385,30.99
"Georgia","2021-12","1363896",3744385,36.43
"New Zealand","2021-12","3971259",5185289,76.59
"Russia","2021-12","73824201",144713312,51.01
"Russia","2022-01","76585311",144713312,52.92
"New Zealand","2022-01","4171171",5185289,80.44
"Georgia","2022-01","1500847",3744385,40.08
"Georgia","2022-02","1573695",3744385,42.03
"New Zealand","2022-02","4259819",5185289,82.15
"Russia","2022-02","78284278",144713312,54.1
"Russia","2022-03","79920509",144713312,55.23
"New Zealand","2022-03","4283499",5185289,82.61
"Georgia","2022-03","1604062",3744385,42.84
"Russia","2022-04","80862100",144713312,55.88
"Georgia","2022-04","1618407",3744385,43.22
"New Zealand","2022-04","4287383",5185289,82.68
"New Zealand","2022-05","4289822",5185289,82.73
"Georgia","2022-05","1626086",3744385,43.43
"Russia","2022-05","81042991",144713312,56.00000000000001
"Russia","2022-06","81792489",144713312,56.52
"New Zealand","2022-06","4292053",5185289,82.77
"Georgia","2022-06","1631237",3744385,43.56
"New Zealand","2022-07","4292139",5185289,82.78
"Lithuania","2020-12","9755",2750058,0.35
"Liechtenstein","2021-01","818",39355,2.08
"Lithuania","2021-01","9756",2750058,0.35
"Greenland","2021-01","2584",56494,4.57
"Lithuania","2021-02","99738",2750058,3.63
"Liechtenstein","2021-02","915",39355,2.32
"Liechtenstein","2021-03","4385",39355,11.14
"Lithuania","2021-03","353434",2750058,12.85
"Greenland","2021-03","3927",56494,6.95
"Greenland","2021-04","8867",56494,15.7
"Liechtenstein","2021-04","9007",39355,22.89
"Lithuania","2021-04","690019",2750058,25.09
"Lithuania","2021-05","991868",2750058,36.07
"Liechtenstein","2021-05","9838",39355,25
"Greenland","2021-05","9715",56494,17.2
"Greenland","2021-06","28030",56494,49.62
"Lithuania","2021-06","1241859",2750058,45.16
"Liechtenstein","2021-06","19513",39355,49.58
"Greenland","2021-07","36324",56494,64.3
"Liechtenstein","2021-07","20771",39355,52.78
"Lithuania","2021-07","1415128",2750058,51.46
"Lithuania","2021-08","1659947",2750058,60.36
"Liechtenstein","2021-08","23058",39355,58.59
"Greenland","2021-08","39878",56494,70.59
"Lithuania","2021-09","1749247",2750058,63.61
"Liechtenstein","2021-09","24557",39355,62.400000000000006
"Liechtenstein","2021-10","25087",39355,63.75
"Lithuania","2021-10","1812249",2750058,65.9
"Greenland","2021-10","40121",56494,71.02
"Liechtenstein","2021-11","25741",39355,65.41
"Greenland","2021-11","40224",56494,71.2
"Lithuania","2021-11","1870631",2750058,68.02
"Greenland","2021-12","40447",56494,71.6
"Lithuania","2021-12","1917809",2750058,69.74
"Liechtenstein","2021-12","26157",39355,66.46
"Liechtenstein","2022-01","26645",39355,67.7
"Lithuania","2022-01","1942427",2750058,70.63
"Greenland","2022-01","41183",56494,72.9
"Greenland","2022-02","41220",56494,72.96
"Lithuania","2022-02","1946324",2750058,70.77
"Liechtenstein","2022-02","26708",39355,67.86
"Lithuania","2022-03","1948774",2750058,70.86
"Greenland","2022-03","41227",56494,72.98
"Liechtenstein","2022-03","26721",39355,67.9
"Liechtenstein","2022-04","26730",39355,67.92
"Lithuania","2022-04","1950641",2750058,70.93
"Lithuania","2022-05","1951802",2750058,70.97
"Liechtenstein","2022-05","26739",39355,67.94
"Liechtenstein","2022-06","26744",39355,67.96
"Lithuania","2022-06","1952412",2750058,71
"Lithuania","2022-07","1952440",2750058,71
"Liechtenstein","2022-07","26744",39355,67.96
"Slovenia","2020-12","9633",2119843,0.45
"Oman","2020-12","6516",4576300,0.14
"Oman","2021-01","8826",4576300,0.19
"Slovenia","2021-01","55480",2119843,2.62
"Slovenia","2021-02","99366",2119843,4.69
"Oman","2021-02","48641",4576300,1.06
"Oman","2021-03","90825",4576300,1.98
"Slovenia","2021-03","258253",2119843,12.18
"Sudan","2021-04","63837",46874200,0.14
"Slovenia","2021-04","430738",2119843,20.32
"Oman","2021-04","198563",4576300,4.34
"Oman","2021-05","216549",4576300,4.73
"Sudan","2021-05","320305",46874200,0.68
"Slovenia","2021-05","673479",2119843,31.77
"Slovenia","2021-06","838629",2119843,39.56
"Sudan","2021-06","554095",46874200,1.18
"Oman","2021-06","666000",4576300,14.55
"Oman","2021-07","1550910",4576300,33.89
"Slovenia","2021-07","944279",2119843,44.54
"Sudan","2021-07","627833",46874200,1.34
"Sudan","2021-08","645926",46874200,1.38
"Slovenia","2021-08","998748",2119843,47.11
"Oman","2021-08","2504214",4576300,54.72
"Oman","2021-09","2896271",4576300,63.29
"Slovenia","2021-09","1165681",2119843,54.99
"Sudan","2021-09","649062",46874200,1.38
"Sudan","2021-10","1154253",46874200,2.46
"Slovenia","2021-10","1188881",2119843,56.08
"Oman","2021-10","3065137",4576300,66.98
"Oman","2021-11","3089635",4576300,67.51
"Slovenia","2021-11","1231850",2119843,58.11
"Slovenia","2021-12","1250439",2119843,58.99
"Sudan","2021-12","2782463",46874200,5.94
"Oman","2021-12","3121894",4576300,68.22
"Oman","2022-01","3181438",4576300,69.52
"Sudan","2022-01","3194518",46874200,6.82
"Slovenia","2022-01","1261016",2119843,59.49
"Slovenia","2022-02","1263808",2119843,59.62
"Sudan","2022-02","5126250",46874200,10.94
"Oman","2022-02","3220696",4576300,70.38
"Oman","2022-03","3255730",4576300,71.14
"Sudan","2022-03","5711150",46874200,12.18
"Slovenia","2022-03","1264639",2119843,59.66
"Slovenia","2022-04","1265131",2119843,59.68
"Sudan","2022-05","6651268",46874200,14.19
"Slovenia","2022-05","1265548",2119843,59.7
"Slovenia","2022-06","1265789",2119843,59.71
"Slovenia","2022-07","1265796",2119843,59.71
"Indonesia","2021-01","493133",275501344,0.18
"United Arab Emirates","2021-01","836568",9441138,8.86
"United Arab Emirates","2021-02","3480415",9441138,36.85999999999999
"Indonesia","2021-02","969546",275501344,0.35
"Indonesia","2021-03","8095717",275501344,2.94
"United Arab Emirates","2021-04","5081853",9441138,53.83
"Indonesia","2021-04","9955433",275501344,3.61
"Indonesia","2021-05","16413672",275501344,5.96
"Indonesia","2021-06","29279142",275501344,10.63
"Indonesia","2021-07","47226514",275501344,17.14
"United Arab Emirates","2021-07","7803451",9441138,82.65
"United Arab Emirates","2021-08","8485738",9441138,89.88
"Indonesia","2021-08","63111288",275501344,22.91
"Indonesia","2021-09","91079001",275501344,33.06
"United Arab Emirates","2021-09","9296797",9441138,98.47
"United Arab Emirates","2021-10","9652930",9441138,102.24
"Indonesia","2021-10","99373294",275501344,36.07
"Indonesia","2021-11","139365438",275501344,50.59
"United Arab Emirates","2021-11","9881456",9441138,104.66
"Indonesia","2021-12","161082857",275501344,58.47
"Indonesia","2022-01","184680997",275501344,67.03
"Indonesia","2022-02","190969599",275501344,69.32
"Indonesia","2022-03","196534266",275501344,71.34
"United Arab Emirates","2022-03","9890202",9441138,104.76
"United Arab Emirates","2022-04","9890202",9441138,104.76
"Indonesia","2022-04","199346528",275501344,72.36
"Indonesia","2022-05","200267408",275501344,72.69
"United Arab Emirates","2022-05","9890408",9441138,104.76
"United Arab Emirates","2022-06","9991089",9441138,105.83
"Indonesia","2022-06","201223231",275501344,73.04
"Montenegro","2021-02","1288",627082,0.21
"Jersey","2021-03","44318",110796,39.99999999999999
"Montenegro","2021-03","9961",627082,1.59
"Montenegro","2021-04","40156",627082,6.4
"Jersey","2021-04","52405",110796,47.3
"Jersey","2021-05","60961",110796,55.02
"Montenegro","2021-05","97783",627082,15.59
"Montenegro","2021-06","150545",627082,24.01
"Jersey","2021-06","70335",110796,63.48
"Jersey","2021-07","74267",110796,67.03
"Montenegro","2021-07","176140",627082,28.09
"Montenegro","2021-08","210591",627082,33.58
"Jersey","2021-08","76256",110796,68.83
"Jersey","2021-09","77423",110796,69.88
"Montenegro","2021-09","243234",627082,38.79
"Montenegro","2021-10","257443",627082,41.05
"Jersey","2021-10","78947",110796,71.25
"Montenegro","2021-11","274494",627082,43.77
"Jersey","2021-11","79851",110796,72.07
"Jersey","2021-12","81467",110796,73.53
"Montenegro","2021-12","283884",627082,45.27
"Montenegro","2022-01","286972",627082,45.76
"Jersey","2022-01","82242",110796,74.23
"Jersey","2022-02","82645",110796,74.59
"Montenegro","2022-02","288551",627082,46.01
"Jersey","2022-03","82836",110796,74.76
"Montenegro","2022-03","289760",627082,46.21
"Montenegro","2022-04","290610",627082,46.339999999999996
"Jersey","2022-04","83179",110796,75.07
"Jersey","2022-05","83431",110796,75.3
"Montenegro","2022-05","291150",627082,46.43
"Montenegro","2022-06","291544",627082,46.49
"Jersey","2022-06","83595",110796,75.45
"Canada","2020-12","96168",38454328,0.25
"Canada","2021-01","859625",38454328,2.24
"Serbia","2021-01","9300",6871547,0.14
"Serbia","2021-02","924683",6871547,13.46
"Canada","2021-02","997521",38454328,2.59
"Canada","2021-03","5066452",38454328,13.18
"Serbia","2021-03","971054",6871547,14.13
"Serbia","2021-04","2026571",6871547,29.49
"Canada","2021-04","9926414",38454328,25.81
"Comoros","2021-04","13440",836783,1.61
"Comoros","2021-05","43140",836783,5.16
"Canada","2021-05","21917627",38454328,57
"Serbia","2021-05","2516852",6871547,36.63
"Serbia","2021-06","2693998",6871547,39.21
"Comoros","2021-06","43140",836783,5.16
"Canada","2021-06","25864127",38454328,67.26
"Comoros","2021-07","84740",836783,10.13
"Canada","2021-07","27101086",38454328,70.48
"Serbia","2021-07","2835895",6871547,41.27
"Serbia","2021-08","2923123",6871547,42.54
"Canada","2021-08","28008670",38454328,72.84
"Comoros","2021-08","174765",836783,20.89
"Canada","2021-09","29133625",38454328,75.76
"Comoros","2021-09","190637",836783,22.78
"Serbia","2021-09","3040293",6871547,44.24
"Serbia","2021-10","3153364",6871547,45.89
"Comoros","2021-10","245694",836783,29.36
"Canada","2021-10","29851094",38454328,77.63
"Comoros","2021-11","281946",836783,33.69
"Canada","2021-11","30448716",38454328,79.18
"Serbia","2021-11","3263835",6871547,47.5
"Serbia","2021-12","3309157",6871547,48.16
"Comoros","2021-12","335408",836783,40.08
"Canada","2021-12","31746146",38454328,82.56
"Comoros","2022-01","341102",836783,40.76
"Canada","2022-01","32331655",38454328,84.08
"Serbia","2022-01","3334002",6871547,48.52
"Serbia","2022-02","3343966",6871547,48.66
"Comoros","2022-02","341102",836783,40.76
"Canada","2022-02","32525071",38454328,84.58
"Canada","2022-03","32579160",38454328,84.72
"Serbia","2022-03","3347209",6871547,48.71
"Comoros","2022-04","341302",836783,40.79
"Canada","2022-04","32675103",38454328,84.97
"Canada","2022-05","32715947",38454328,85.08
"Serbia","2022-05","3352714",6871547,48.79
"Serbia","2022-06","3354075",6871547,48.81
"Canada","2022-06","32778859",38454328,85.24
"Comoros","2022-06","341302",836783,40.79
"Canada","2022-07","32779932",38454328,85.24
"New Caledonia","2021-02","3432",289959,1.18
"New Caledonia","2021-03","7343",289959,2.53
"New Caledonia","2021-04","37070",289959,12.78
"New Caledonia","2021-05","46508",289959,16.04
"New Caledonia","2021-06","59316",289959,20.46
"New Caledonia","2021-07","66159",289959,22.82
"New Caledonia","2021-08","82172",289959,28.34
"New Caledonia","2021-09","86125",289959,29.7
"New Caledonia","2021-10","174092",289959,60.04
"New Caledonia","2021-11","181074",289959,62.45
"New Caledonia","2021-12","182486",289959,62.94
"New Caledonia","2022-01","186200",289959,64.22
"New Caledonia","2022-02","187685",289959,64.73
"New Caledonia","2022-03","188003",289959,64.84
"New Caledonia","2022-04","188104",289959,64.87
"New Caledonia","2022-05","188325",289959,64.95
"New Caledonia","2022-06","188411",289959,64.98
"Uganda","2021-03","90196",47249588,0.19
"Uganda","2021-04","330077",47249588,0.7
"Eswatini","2021-04","34897",1201680,2.9000000000000004
"Eswatini","2021-05","35227",1201680,2.93
"Uganda","2021-05","537440",47249588,1.14
"Eswatini","2021-06","37231",1201680,3.0999999999999996
"Eswatini","2021-07","38326",1201680,3.19
"Uganda","2021-08","901900",47249588,1.91
"Eswatini","2021-08","96175",1201680,8
"Eswatini","2021-09","217532",1201680,18.1
"Uganda","2021-09","1643067",47249588,3.48
"Uganda","2021-10","2854082",47249588,6.04
"Eswatini","2021-10","243248",1201680,20.24
"Eswatini","2021-11","271668",1201680,22.61
"Uganda","2021-11","3838439",47249588,8.12
"Uganda","2021-12","8354808",47249588,17.68
"Eswatini","2021-12","334088",1201680,27.8
"Eswatini","2022-01","366076",1201680,30.46
"Uganda","2022-01","10896664",47249588,23.06
"Uganda","2022-02","13809794",47249588,29.23
"Eswatini","2022-02","380363",1201680,31.65
"Eswatini","2022-03","386210",1201680,32.14
"Uganda","2022-03","14247523",47249588,30.15
"Eswatini","2022-04","387468",1201680,32.24
"Eswatini","2022-05","387468",1201680,32.24
"Uganda","2022-05","15753703",47249588,33.34
"Uganda","2022-06","16226827",47249588,34.34
"Pakistan","2021-02","72882",235824864,0.03
"Kuwait","2021-02","137000",4268886,3.21
"Kuwait","2021-03","500000",4268886,11.71
"Pakistan","2021-03","800000",235824864,0.34
"Pakistan","2021-04","936383",235824864,0.4
"Kuwait","2021-04","822000",4268886,19.26
"Pakistan","2021-05","4693390",235824864,1.99
"Pakistan","2021-06","9308890",235824864,3.95
"Pakistan","2021-07","23335634",235824864,9.9
"Kuwait","2021-07","1452148",4268886,34.02
"Pakistan","2021-08","43791885",235824864,18.57
"Pakistan","2021-09","59565195",235824864,25.26
"Pakistan","2021-10","70139040",235824864,29.74
"Pakistan","2021-11","80284860",235824864,34.04
"Kuwait","2021-11","3304574",4268886,77.41
"Kuwait","2021-12","3334421",4268886,78.11
"Pakistan","2021-12","96980678",235824864,41.12
"Pakistan","2022-01","99454273",235824864,42.17
"Kuwait","2022-01","3366671",4268886,78.87
"Kuwait","2022-02","3391299",4268886,79.44
"Pakistan","2022-02","126722806",235824864,53.74
"Kuwait","2022-03","3410314",4268886,79.89
"Pakistan","2022-03","132208776",235824864,56.06
"Pakistan","2022-04","134313917",235824864,56.95
"Kuwait","2022-04","3419874",4268886,80.11
"Pakistan","2022-05","135092327",235824864,57.29
"Kuwait","2022-05","3424619",4268886,80.22
"Kuwait","2022-06","3433696",4268886,80.44
"Pakistan","2022-06","137108516",235824864,58.14
"Pakistan","2022-07","137177325",235824864,58.17
"Slovakia","2021-01","98585",5643455,1.7500000000000002
"South America","2021-01","942444",436816679,0.22
"South America","2021-02","9891361",436816679,2.26
"Slovakia","2021-02","364358",5643455,6.46
"Slovakia","2021-03","751763",5643455,13.32
"South America","2021-03","32107278",436816679,7.35
"Syria","2021-04","2500",22125242,0.01
"South America","2021-04","55266724",436816679,12.65
"Slovakia","2021-04","958349",5643455,16.98
"South America","2021-05","83057656",436816679,19.01
"Slovakia","2021-05","1811000",5643455,32.09
"Syria","2021-05","24781",22125242,0.11
"Syria","2021-06","71519",22125242,0.32
"Slovakia","2021-06","2062704",5643455,36.55
"South America","2021-06","99858454",436816679,22.86
"Slovakia","2021-07","2262180",5643455,40.09
"South America","2021-07","192021972",436816679,43.96
"Syria","2021-07","121909",22125242,0.55
"South America","2021-08","239754739",436816679,54.89
"Slovakia","2021-08","2396215",5643455,42.46
"Syria","2021-08","201379",22125242,0.91
"Syria","2021-09","613263",22125242,2.77
"South America","2021-09","271209971",436816679,62.09
"Slovakia","2021-09","2461655",5643455,43.62
"Slovakia","2021-10","2525330",5643455,44.75
"Syria","2021-10","807249",22125242,3.65
"South America","2021-10","294185676",436816679,67.35
"Syria","2021-11","890837",22125242,4.03
"South America","2021-11","313326269",436816679,71.73
"Syria","2021-12","1194896",22125242,5.3999999999999995
"South America","2021-12","330675192",436816679,75.7
"South America","2022-01","343954893",436816679,78.74
"Slovakia","2022-01","2585411",5643455,45.81
"Slovakia","2022-02","2591078",5643455,45.91
"Syria","2022-02","2197941",22125242,9.93
"South America","2022-02","356903755",436816679,81.71
"South America","2022-03","362671221",436816679,83.03
"Syria","2022-03","2353234",22125242,10.64
"Slovakia","2022-03","2593197",5643455,45.95
"Slovakia","2022-04","2594155",5643455,45.97
"South America","2022-04","365056597",436816679,83.57
"Syria","2022-04","2467704",22125242,11.15
"Syria","2022-05","2544641",22125242,11.5
"Slovakia","2022-05","2594935",5643455,45.98
"South America","2022-05","366854895",436816679,83.98
"Syria","2022-06","2748571",22125242,12.42
"Slovakia","2022-06","2595371",5643455,45.99
"South America","2022-06","368151728",436816679,84.28
"South America","2022-07","368215264",436816679,84.3
"Turkey","2021-02","6869923",85341248,8.05
"Hong Kong","2021-02","6645",7488863,0.09
"Hong Kong","2021-03","93019",7488863,1.24
"Turkey","2021-03","8994454",85341248,10.54
"Turkey","2021-04","9796506",85341248,11.48
"Hong Kong","2021-04","916317",7488863,12.24
"Nauru","2021-04","700",12691,5.52
"Nauru","2021-05","7392",12691,58.25
"Hong Kong","2021-05","989767",7488863,13.22
"Turkey","2021-05","16628831",85341248,19.49
"Turkey","2021-06","35091645",85341248,41.12
"Hong Kong","2021-06","2249124",7488863,30.03
"Nauru","2021-06","7499",12691,59.09
"Nauru","2021-07","7533",12691,59.36
"Hong Kong","2021-07","3227251",7488863,43.09
"Turkey","2021-07","41012715",85341248,48.06
"Turkey","2021-08","48271065",85341248,56.56
"Hong Kong","2021-08","4139930",7488863,55.28
"Nauru","2021-08","7612",12691,59.98
"Hong Kong","2021-09","4492442",7488863,59.99
"Turkey","2021-09","53840659",85341248,63.09
"Turkey","2021-10","55392343",85341248,64.91
"Hong Kong","2021-10","4617557",7488863,61.66
"Hong Kong","2021-11","4756016",7488863,63.51
"Turkey","2021-11","56261687",85341248,65.93
"Turkey","2021-12","56914268",85341248,66.69
"Hong Kong","2021-12","4876264",7488863,65.11
"Nauru","2022-01","7764",12691,61.18
"Hong Kong","2022-01","5360552",7488863,71.58
"Turkey","2022-01","57422636",85341248,67.29
"Turkey","2022-02","57682903",85341248,67.59
"Hong Kong","2022-02","6164794",7488863,82.32
"Hong Kong","2022-03","6518914",7488863,87.05
"Nauru","2022-03","9150",12691,72.1
"Turkey","2022-03","57781315",85341248,67.71
